id_bem,identifica,co_iphan,no_logrado,nu_logrado,id_naturez,ds_naturez,codigo_iph,id_classif,ds_classif,id_tipo_be,ds_tipo_be,sg_tipo_be,sintese_be,dt_cadastr
24325,SÍTIO ARQUEOLÓGICO TORRE 86,TO1721000BAST00098,torre 86,,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"SÍTIO ARQUEOLÓGICO TORRE 86, localizado(a) no estado de Tocantins, cidade(s) de Palmas, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Ruim e de preservação Muito Alterado.
Sítio Arqueológico constituído de vestígios de natureza lítica,",2019/10/17
8804,Ilha,PA1507458BAST00026,Ilha de Campo,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9252,Cemitério Wariwari (TO-CX-02),TO1708205BAST00001,Ilha do Bananal,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9258,Tiuba,TO1721000BAST00006,Fazenda Tiuba,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9253,Sítio abaixo da aldeia Wariwari de 1992 (TO-CX-03),TO1708205BAST00002,Ilha do Bananal,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9254,Fazenda Graças a Deus (Jauzinho),TO1721000BAST00002,Fazenda Graças a Deus,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9255,Água Fria,TO1721000BAST00003,Fazenda Água Fria,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9256,Brejinho 1,TO1721000BAST00004,Serra do Lageado,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9257,Brejinho 2,TO1721000BAST00005,Taquaralto,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9259,Cachoeira,TO1721000BAST00007,Fazenda Cachoeira,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9260,Fazenda Palmeira,TO1721000BAST00008,Fazenda Palmeira,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9261,Natur 1,TO1721000BAST00009,Fazenda do Sr. Aciole Lopes Sousa,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9262,Natur 2,TO1721000BAST00010,Fazenda do Sr. Jose Pereira (Zé Branquinho),,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9263,Natur 3,TO1721000BAST00011,Fazenda do Sr. João Alves Moreira (João Barnabé),,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9264,Natur 4,TO1721000BAST00012,Fazenda do Sr. João Alves Moreira (João Barnabé),,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9265,Natur 5,TO1721000BAST00013,Fazenda do Fenelon,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9266,Natur 6,TO1721000BAST00014,Fazenda do Sr. Dionízio Cego,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9267,Natur 10,TO1721000BAST00015,Na estrada nova de Palmas ao Vao do Lageado,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9268,Xambioá,TO1722107BAST00001,Xambioá,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9269,Peixe,TO1722107BAST00002,Mina da Cosipar,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9270,Explosão,TO1722107BAST00003,Mina da Cosipar,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9591,Várzea,TO1701002BAST00001,Fazenda São José,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9590,Chiqueirão,TO1722107BAST00009,São Miguel,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9585,Pedra Preta,TO1722107BAST00004,Pedra Preta,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9586,Pedra Branca,TO1722107BAST00005,Fazenda Pedra Branca,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9587,Pedral do Monte Alto,TO1722107BAST00006,Fazenda Pedra Branca,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9588,São Miguel,TO1722107BAST00007,Fazenda São Miguel,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9589,Chiqueirinho,TO1722107BAST00008,São Miguel,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9592,Enseada de Furnas,TO1701002BAST00002,Fazenda Furna Azul,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
9593,Ilha Formiga,TO1701002BAST00003,Fazenda Furna Azul,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10329,Lourival,TO1701101BAST00001,Fazenda Lajeadinho,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10330,Fazenda Sítio Novo,TO1701101BAST00002,Fazenda Sítio Novo,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10331,Fazenda Primavera,TO1701101BAST00003,Fazenda Primavera,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10332,Sítio Barreira,TO1701101BAST00004,Fazenda Mota,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10333,Olho d´Água,TO1701101BAST00005,Fazenda olho d´Água,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10458,Vicente Aires,TO1721000BAST00016,Chácara Mara Rosa,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10465,Lagoa do Arroz,TO1715754BAST00002,UHE São Salvador,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10459,Ademar Alves,TO1721000BAST00017,Chácara Água Boa,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10460,Boa Esperança,TO1721000BAST00018,Chácara Boa Esperança,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10461,Bom Jezus,TO1721000BAST00019,Chácara Bom Jezus,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10462,Chácara da Juíza,TO1721000BAST00020,Chácara,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10463,Walter,TO1721000BAST00021,Fazenda Recanto dos Ipês,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10464,Cemitério Fazenda dos Turcos,TO1715754BAST00001,Fazenda dos Turcos,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10466,Cemitério Fazenda Mucambinho,TO1715754BAST00003,Fazenda Mucambinho,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10467,Fazenda Limoeira,TO1715754BAST00004,UHE São Salvador,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10468,Fazenda Varjão,TO1715754BAST00005,UHE São Salvador,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10469,Fazenda Areia,TO1715754BAST00006,Fazenda Areia,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10470,Fazenda Campo Alegre,TO1715754BAST00007,UHE São Salvador,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10583,Santo Antônio 4,TO1709500BAST00001,Fazenda Altamira,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10638,Fazenda Mirador 1,TO1707009BAST00001,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10639,Fazenda Mirador 2,TO1707009BAST00002,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10640,Fazenda Porto Franco III,TO1707009BAST00003,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10641,Fazenda Porto Franco II,TO1707009BAST00004,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10642,Vila Boa Sorte 2,TO1707009BAST00005,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10643,Fazenda Porto Franco I,TO1707009BAST00006,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10644,Vila Boa Sorte,TO1707009BAST00007,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10645,Fazenda Boa Vista 1,TO1707009BAST00008,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10646,Fazenda Boa Vista,TO1707009BAST00009,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10647,Fazenda do Rio Palmeira,TO1707009BAST00010,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10648,Cascalheira 3,TO1707009BAST00011,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10649,Fazenda Jacu,TO1707009BAST00012,AIA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10650,Cascalheira 1,TO1707009BAST00013,AIA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10651,Cascalheira 2,TO1707009BAST00014,AIA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10652,Córrego Doido,TO1707009BAST00015,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
10653,Cascalheira 5,TO1707009BAST00016,ADA - Complexo Hidrelétrico Rio Palmeiras - TO,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
24326,SÍTIO ARQUEOLÓGICO USINA 1,TO1712009BAST00084,Estrada de acesso ao Vale do Rio Lajeado. Acesso pelo Morro do Segredo.,,3,Bem Arqueológico,BA,283,Pré-colonial e Histórico,4,Sítio,ST,"SÍTIO ARQUEOLÓGICO USINA 1, localizado(a) no estado de Tocantins, cidade(s) de Lajeado, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Ruim e de preservação Muito Alterado.
Trata-se de um Sítio Arqueológico multicomponencial, encontrado",2019/10/17
7191,CORG 02 Materialidade In Situ,TO1715705BAST00004,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
7193,CORG 04 Materialidade In Situ,TO1715705BAST00006,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
7195,CORG 08 Materialidade In Situ,TO1715705BAST00008,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
7192,CORG 03 Materialidade In Situ,TO1715705BAST00005,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
7194,CORG 05 Materialidade In Situ,TO1715705BAST00007,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
7142,CORG 06 Materialidade In Situ,TO1715705BAST00001,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
7143,CORG 07 Materialidade In Situ,TO1715705BAST00002,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
7197,CORG 10 Materialidade In Situ,TO1715705BAST00010,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
23151,CORG 12,TO1709005BAST00014,"-",,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"Sítio arqueológico com presença de material lítico lascado, cuja principal matéria
prima é o Sílex, oriundo de um afloramento existente no local.",2019/07/30
7145,CORG 13 Materialidade In Situ,TO1709005BAST00002,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
7146,CORG 14 Materialidade In Situ,TO1709005BAST00003,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
7147,CORG 15 Materialidade In Situ,TO1709005BAST00004,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
11666,Ananás,TO1701002BAST00004,Ananás,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12032,Canadá II,TO1707652BAST00001,Fazenda Barra Brasil,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12033,Canadá IV,TO1707652BAST00002,Fazenda Bom Jesus,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12034,Canadá III,TO1707652BAST00003,Fazenda Bom Jesus divisa com Fazenda Campo Formoso,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12080,Taipoca I,TO1709500BAST00002,Fazenda do Côco,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12081,Imburuçú,TO1709500BAST00003,Fazenda Sítio Novo,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12184,Água Azul,TO1713205BAST00001,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12193,Alvorada,TO1713304BAST00001,Fazenda Agostina,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12214,José Alves,TO1715002BAST00005,Chácara Sonho Meu II,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12241,Mangues II,TO1716109BAST00001,Fazenda Aurora,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12347,Castelo,TO1718204BAST00001,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12421,Rio dos Bois 1,TO1718709BAST00001,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
24330,SÍTIO ARQUEOLÓGICO VÃO TORRES 49-50,TO1712009BAST00085,Estrada de acesso ao Vale do Rio Lajeado. Acesso pelo Morro do Segredo.,,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"SÍTIO ARQUEOLÓGICO VÃO TORRES 49-50, localizado(a) no estado de Tocantins, cidade(s) de Lajeado, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Ruim e de preservação Muito Alterado.
Trata-se de um Sítio Arqueológico Lito Cerâmico, encon",2019/10/17
24135,Sítio Recanto da Serra,TO1703701BAST00026,Vão Da Serra,,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"Sítio Recanto da Serra, localizado(a) no estado de Tocantins, cidade(s) de Brejinho de Nazaré, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Bom e de preservação Íntegro.
Sítio litocerâmico a céu aberto.",2019/10/08
12554,São Salvador do Tocantins 5,TO1720259BAST00001,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12555,São Sebastião do Tocantins 4,TO1720259BAST00002,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12556,São Salvador do Tocantins 3,TO1720259BAST00003,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12557,São Salvador do Tocantins 2,TO1720259BAST00004,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12558,São Salvador do Tocantins 1,TO1720259BAST00005,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
24128,Sítio Vão da Serra,TO1718204BAST00045,Vão da Serra,,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"Sítio Vão da Serra, localizado(a) no estado de Tocantins, cidade(s) de Porto Nacional, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Bom e de preservação Íntegro.
Sítio litocerâmico a céu aberto.
Sítio litocerâmico a céu aberto, com p",2019/10/08
24334,SÍTIO ARQUEOLÓGICO VALE DO LAJEADO 1,TO1712009BAST00086,Estrada de acesso ao Vale do Rio Lajeado. Acesso pelo Morro do Segredo.,,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"SÍTIO ARQUEOLÓGICO VALE DO LAJEADO 1, localizado(a) no estado de Tocantins, cidade(s) de Lajeado, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Ruim e de preservação Muito Alterado.
Trata-se de um Sítio Arqueológico Lito Cerâmico, enco",2019/10/17
12834,Recanto (SUBESTAÇÃO MIRACEMA),TO1713205BAST00010,"ex-proprs.: F. RECANTO: Onófre Dias Vieira, Miracema, Rod.Tocantins km 370, f. 063-985-262...",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12835,Água Branca (SUBESTAÇÃO COLINAS),TO1705508BAST00001,"ex-proprs.: F. Paraiso: Nazir S M. Salama, R. Raimundo Santos,, 1583, Colinas/TO,f.(063)83...",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12836,Guaraí - Torre 208,TO1709302BAST00001,FAZENDA,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12837,Sítio Marupiara,TO1709302BAST00002,Fazenda Marupiara,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12838,Lajeado 34,TO1712009BAST00001,Ilha localizada onde passará eixo da barragem. A aproximadamente 70m da margem direita do ...,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12839,Manduca,TO1718204BAST00002,Margem direita do córrego Manduca,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12840,Caridade,TO1713205BAST00011,Fazenda Santa Isabel,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12841,Petroglifos do Córrego da Pedra Riscada ou das Letras,TO1720853BAST00001,Na foz do Córrego Santa Cruz pouco abaixo do Córrego Pedra Riscada,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12845,TRILHA DO MARIMBONDO,TO1700301BAST00003,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12872,Furna Lapa do Bom Jesus,TO1702406BAST00001,Fazenda Furnas,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
12880,Rio Bezerra I,TO1702406BAST00009,Desconhecida.,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
13391,Sítio Arqueológico Piabanha,TO1714203BAST00001,Fazenda Piabanha,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
13392,Sítio Arqueológico Histórico Piabanha,TO1714203BAST00002,Fazenda Piabanha,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
13393,Sítio Arqueológico Cajá,TO1714203BAST00003,Fazenda Piabanha,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
13594,Sítio Açude I,TO1707009BAST00017,Fazenda Açude,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
24336,SÍTIO ARQUEOLÓGICO MORRO DO SEGREDO 01,TO1712009BAST00087,Estrada de acesso ao Vale do Rio Lajeado. Acesso pelo Morro do Segredo.,,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"SÍTIO ARQUEOLÓGICO MORRO DO SEGREDO 01, localizado(a) no estado de Tocantins, cidade(s) de Lajeado, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Ruim e de preservação Muito Alterado.
O sítio Arqueológico Morro do Segredo este localiza",2019/10/17
23170,CORG 01,TO1715705BAST00018,"-",,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"CORG 01, localizado(a) no estado de Tocantins, cidade(s) de Palmeirante, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Ruim e de preservação Muito Alterado.",2019/07/31
17283,Água Fria 12,TO1721000BAST00064,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
24337,SÍTIO ARQUEOLÓGICO LAJEADO 48,TO1712009BAST00088,Estrada de acesso ao Vale do Rio Lajeado. Acesso pelo Morro do Segredo.,,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"SÍTIO ARQUEOLÓGICO LAJEADO 48, localizado(a) no estado de Tocantins, cidade(s) de Lajeado, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Ruim e de preservação Muito Alterado.
O Sítio Lajeado 48 encontra-se na ADA do empreendimento assi",2019/10/17
24178,Caititu,TO1712009BAST00081,São Jorge,,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"Caititu, também conhecido(a) como Vão do Caititu, localizado(a) no estado de Tocantins, cidade(s) de Lajeado, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Regular e de preservação Pouco Alterado.
Sítio arqueológico caracterizado pela",2019/10/09
16930,Lajeado 11,TO1712009BAST00006,"À 500m do Lajeado 8, na margem direita do rio Tocantins",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
24323,SÍTIO ARQUEOLÓGICO TORRE 63,TO1721000BAST00097,Estrada Vicinal que dá acesso ao vale do Rio Lajeado,,3,Bem Arqueológico,BA,41,Pré-colonial,4,Sítio,ST,"SÍTIO ARQUEOLÓGICO TORRE 63, localizado(a) no estado de Tocantins, cidade(s) de Palmas, é um Bem Arqueológico, do tipo Sítio, com estado de conservação Ruim e de preservação Muito Alterado.
Sítio Arqueológico constituído de vestígios de natureza lítica,",2019/10/16
17294,Água Fria 15,TO1721000BAST00075,Margem esquerda do córrego Água Fria,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16955,Lajeado 3,TO1712009BAST00031,"Margem esquerda do rio Lajeado, ao norte do Balneário Ilha Verde",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16956,Lajeado 28,TO1712009BAST00032,Margem direita do Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16957,Lajeado 5,TO1712009BAST00033,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16969,Brejão 1,TO1712009BAST00045,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
15955,Sítio Cascata 01,TO1707207BAST00001,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
15975,Santa Cruz,TO1707553BAST00002,Fazenda Santa Cruz,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
15988,PEDRA DE AMOLAR,TO1709302BAST00003,fazenda Pedra de Amolar,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
15999,BARRA DO BALIZA,TO1710904BAST00001,Fazenda Barra do Baliza,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16104,Dois Irmãos,TO1715507BAST00003,Fazenda Dois Irmãos,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16112,MANAIN,TO1715705BAST00011,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16113,CARÁ II,TO1715705BAST00012,fazenda Santa Rosa,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16114,CARÁ I,TO1715705BAST00013,fazenda Pouso Alto,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16128,Arco Verde 3,TO1716505BAST00001,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16129,Arco Verde 2,TO1716505BAST00002,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16130,Arco Verde 1,TO1716505BAST00003,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16288,Nova Vitória,TO1721307BAST00001,Fazenda São José,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16289,BR02,TO1721307BAST00002,fazenda BR02,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16628,Crixás 2,TO1703701BAST00002,Margem esquerda dos rios Tocantins e Crixás,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16643,Sítio Gurupi V,TO1709500BAST00004,Fazenda Bela Vista,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16647,Pilões 10,TO1712009BAST00002,Margem direita do Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16648,Canuto 1,TO1712009BAST00003,"Próximo ao córrego Lajeado, margem direita. Entrando pela Fazenda Canuto",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16670,Alto da Serra 2,TO1721000BAST00023,Margem direita do rio Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16671,Brejo Comprido 2,TO1721000BAST00024,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16680,Atoleiro 1,TO1718204BAST00003,"Margem direita do rio Tocantins, próximo à barra do ribeirão Atoleiro.",,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16681,São João 2,TO1718204BAST00004,Margem esquerda do ribeirão Tocantins,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16690,Vilarejo Morro de São João,TO1718907BAST00001,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
16765,Cipó 2,TO1703701BAST00014,Sem localidade,,3,Bem Arqueológico,BA,286,Sem classificação,4,Sítio,ST,,2019/05/10
